id,chrom,branch,bias,tissue_number,testis_value,ovary_value,adj_pvalue
CG8641,chr3L,0,unbiased,1,1.94,2.24,0.038682085
CG8640,chr3L,0,unbiased,0,2.4,2.7,0.064456972
CG8639,chr2R,0,unbiased,8,1.94,2.56,0.000969361
CG8638,chr3L,0,unbiased,0,1.65,1.99,0.022574957
CG8617,chr2R,0,unbiased,12,7.02,7.04,0.908237237
CG7940,chr3R,0,male,11,8.46,6.98,2.63E-07
CG7924,chr3L,0,unbiased,0,1.77,2.08,0.101499142
CG7922,chr3R,0,male,11,7.91,6.39,6.19E-06
CG7921,chr3R,0,male,9,7.25,3.63,7.75E-21
CG7920,chr3R,0,male,12,9.63,8.28,3.67E-12
CG7919,chr3L,0,male,3,12.16,2.14,2.52E-25
CG7918,chr3R,0,unbiased,4,1.15,1.44,0.074621261
CG7917,chr3R,0,female,12,9.52,12.59,3.97E-29
CG7916,chr2L,0,unbiased,2,1.65,1.83,0.577288389
CG7914,chrX,0,female,3,3.46,4.83,2.83E-09
CG7913,chr3R,0,female,12,6.73,7.47,1.99E-06
CG7925,chrX,0,female,12,6.05,9.83,2.92E-23
CG7926,chr3R,0,female,12,5.81,9.14,1.27E-23
CG7939,chr3R,0,female,12,11.12,13.39,1.54E-30
CG7938,chr3R,0,female,9,6.11,8.13,2.17E-10
CG7937,chr3R,0,unbiased,0,2.37,2.45,0.637180949
CG7936,chr3L,0,male,5,8.26,2.09,1.28E-19
CG7935,chr3L,0,female,12,8.42,11.47,3.36E-29
CG7933,chr3R,0,male,12,11.23,10.01,9.13E-15
CG7930,chr3L,0,unbiased,10,2.48,2.34,0.390814508
CG7929,chr3R,0,male,3,13.66,1.8,1.16E-30
CG7928,chr3R,0,female,10,5.49,7.29,1.55E-12
CG7927,chr3L,0,male,12,10.59,8.71,8.56E-24
CG7912,chr3R,0,unbiased,1,1.97,2.23,0.24031061
CG7911,chr3R,0,NA,NA,NA,NA,NA
CG7910,chr3R,0,male,3,8.79,2.13,1.27E-26
CG7892,chr3L,0,male,11,10.65,9.66,8.17E-05
CG7891,chr3R,0,female,12,6.66,8.48,5.55E-12
CG7890,chrX,0,unbiased,2,1.63,1.73,0.589967949
CG7889,chrX,0,female,12,5.1,8.37,4.02E-18
CG7888,chr3L,0,female,9,2.67,6.39,4.20E-21
CG7887,chr3R,0,unbiased,4,1.7,1.99,0.161349362
CG7886,chr3R,0,male,3,11.95,2.03,3.10E-21
CG7885,chr2L,0,female,12,6.48,9.01,1.38E-18
CG7884,chrX,0,unbiased,0,1.89,1.96,0.690380049
CG7883,chr3R,0,female,12,4.94,7.82,5.40E-21
CG7893,chrX,0,female,12,3.66,5.99,5.13E-17
CG7895,chr3R,0,unbiased,0,1.92,1.97,0.766211331
CG7908,chr3R,0,male,3,5.62,2.05,8.51E-24
CG7907,chr3R,0,male,3,8.8,1.79,8.61E-24
CG7906,chr3L,0,unbiased,1,1.88,2.3,0.01993304
CG7904,chr3R,0,female,12,6.73,10.7,4.36E-30
CG7903,chr3R,0,female,12,5.06,6.51,4.01E-09
CG7902,chr3R,0,unbiased,3,2.6,2.85,0.198070917
CG7900,chr3R,0,female,10,3.05,4.49,1.26E-05
CG7899,chr3R,0,female,12,8.98,10.23,4.33E-17
CG7897,chr2R,0,female,12,7.41,9.21,9.54E-12
CG7896,chr3R,0,unbiased,1,2.05,2.1,0.788877549
CG7882,chr2R,0,unbiased,2,1.55,1.82,0.477812734
CG7941,chr3L,0,unbiased,0,1.51,1.86,0.078432201
CG8001,chr3L,0,male,12,10.11,6.88,1.71E-13
CG7987,chr3R,0,female,12,5.93,8.49,1.32E-19
CG7986,chr3L,0,female,12,6.82,9,1.25E-23
CG7985,chr3R,0,female,4,2.55,4.68,2.21E-13
CG7980,chr3L,0,unbiased,0,1.64,1.76,0.448095676
CG7979,chr3L,0,female,12,6.45,9,2.20E-21
CG7978,chr3L,0,unbiased,9,1.87,2.18,0.209115726
CG7977,chr3L,0,female,12,11.32,13.55,5.57E-30
CG7975,chr2R,0,male,2,10.95,1.97,4.36E-22
CG7974,chr3L,0,male,9,7.29,6.5,0.003940203
CG7972,chr3L,0,female,3,5.65,7.47,5.92E-13
CG7988,chr3R,0,unbiased,10,4.46,4.39,0.762370342
CG7989,chr2R,0,female,11,2.81,8.56,2.12E-27
CG7999,chr3L,0,female,12,3.21,7.04,4.19E-22
CG7998,chr3R,0,female,12,8.8,12.51,1.68E-35
CG7997,chr2R,0,female,9,6.44,7.46,9.48E-06
CG7996,chr3R,0,female,2,2.05,4.44,2.52E-15
CG7995,chr3L,0,female,11,6.34,9.29,1.99E-16
CG7994,chr3R,0,unbiased,0,1.41,1.67,0.189683897
CG7993,chr3R,0,female,12,9.03,9.76,4.44E-07
CG7992,chrX,0,unbiased,5,2.06,2.57,0.059649583
CG7991,chr3L,0,unbiased,1,2.35,2.68,0.019480819
CG7990,chrX,0,unbiased,9,3.13,3.29,0.361819146
CG7971,chr3L,0,female,12,5.32,8.2,4.73E-23
CG7970,chr3L,0,female,12,7.3,9.16,1.48E-14
CG7968,chr2L,0,unbiased,2,1.98,2.1,0.813512717
CG7954,chr3R,0,female,12,8.36,10.13,1.45E-20
CG7953,chr2L,0,unbiased,4,1.84,2.24,0.431891282
CG7952,chrX,0,unbiased,1,1.33,1.62,0.115568246
CG7951,chr3R,0,unbiased,12,6.46,6.71,0.130629676
CG7950,chr3R,0,NA,NA,NA,NA,NA
CG7949,chr3L,0,female,12,6.3,9.24,1.14E-18
CG7948,chr3R,0,female,11,5.43,7.39,1.62E-14
CG7946,chr3R,0,female,12,8.96,9.32,0.002901199
CG7945,chr3L,0,male,12,10.18,8.63,1.89E-17
CG7943,chr3R,0,female,12,4.17,9.55,1.57E-27
CG7955,chr3L,0,female,11,6.64,6.99,0.004311865
CG7956,chr3R,0,female,6,3.07,4.7,3.85E-11
CG7967,chr3L,0,female,12,7.75,8.92,5.10E-16
CG7966,chr3R,0,female,11,2.11,7.03,4.95E-29
CG7964,chr2R,0,male,1,4.64,1.8,6.85E-22
CG7963,chr3R,0,unbiased,0,2.04,2.64,0.000589305
CG7962,chr3L,0,female,12,6.61,9.54,1.72E-25
CG7961,chr3L,0,female,12,7.77,9.62,2.26E-23
CG7960,chr3L,0,unbiased,0,2.19,1.92,0.019974056
CG7959,chr3L,0,female,10,3.72,8.45,4.37E-20
CG7958,chr3L,0,male,12,10.01,3.26,6.21E-35
CG7957,chr3R,0,female,8,4.78,6.67,1.68E-10
CG7942,chr3L,0,female,4,3.69,7.08,9.70E-21
CG7810,chr2L,0,unbiased,11,5.99,6.07,0.724500766
CG7788,chr3R,0,female,12,5.18,10.02,1.59E-28
CG7787,chr2L,0,female,12,6.27,8.38,1.37E-16
CG7786,chr2R,0,unbiased,0,1.86,2.14,0.073486537
CG7785,chr3R,0,female,12,2.54,8.88,9.51E-27
CG7781,chr2L,0,female,6,1.58,2.34,0.00034091
CG7780,chr3R,0,unbiased,9,2.2,2.39,0.54563572
CG7779,chr2R,0,male,6,2.52,1.78,0.001997594
CG7778,chr2L,0,male,7,8.34,3.79,8.11E-21
CG7777,chr2R,0,female,11,4.25,10.39,6.75E-30
CG7776,chr2R,0,unbiased,6,1.93,2.37,0.001626184
CG7789,chr3R,0,female,11,2.95,7.16,1.25E-24
CG7791,chr2R,0,female,12,5.32,7,1.43E-11
CG7809,chr3L,0,female,12,7.12,8.31,2.12E-10
CG7808,chr3R,0,female,12,11.21,13.77,4.97E-30
CG7807,chr3L,0,unbiased,2,1.72,1.5,0.160178397
CG7806,chr2L,0,female,12,7.43,8.21,6.35E-09
CG7803,chrX,0,female,12,6.57,7.76,4.21E-11
CG7802,chr3R,0,male,4,6.48,2.12,1.22E-21
CG7798,chr2R,0,male,1,2.76,2.32,0.013669939
CG7795,chr2L,0,male,6,8.21,2.3,3.96E-27
CG7794,chr3R,0,male,2,10.59,2.16,1.89E-19
CG7793,chr2L,0,female,12,6.24,8.39,9.98E-16
CG7773,chr2R,0,NA,NA,NA,NA,NA
CG7772,chrX,0,male,12,8.82,7.74,7.33E-10
CG7771,chr3R,0,female,3,1.56,6.6,2.33E-26
CG7757,chr3L,0,female,12,7.63,8.3,7.65E-06
CG7756,chr3R,0,male,3,11.86,2.09,1.32E-20
CG7755,chr2R,0,male,2,10.64,2.24,9.16E-26
CG7754,chr2R,0,unbiased,3,1.94,2.34,0.221464805
CG7753,chr2R,0,unbiased,0,2.29,2.92,5.08E-05
CG7752,chr3L,0,female,12,4.37,6.25,1.30E-13
CG7749,chr3L,0,female,12,4.76,8.91,1.51E-21
CG7748,chr3R,0,male,12,9.39,9.17,0.048101123
CG7747,chr2R,0,female,11,4.5,7.13,2.50E-16
CG7745,chr2R,0,female,12,6.53,8.64,1.21E-13
CG7758,chr3L,0,male,12,12,9.45,1.83E-28
CG7759,chr2R,0,unbiased,2,2.98,2.28,1.34E-05
CG7770,chr3L,0,male,12,10.66,10.26,0.000301448
CG7769,chr3R,0,female,12,8.61,10.8,1.94E-21
CG7768,chr3L,0,male,9,10.5,3.14,3.44E-23
CG7766,chrX,0,female,12,6.07,9.63,6.50E-29
CG7765,chr2R,0,female,12,6.47,8.82,6.43E-14
CG7764,chr3L,0,unbiased,11,8.25,8.11,0.458840553
CG7763,chr2R,0,unbiased,3,1.55,1.57,0.951049552
CG7762,chr3L,0,female,12,8.95,10.34,9.05E-18
CG7761,chr2R,0,female,12,6.03,8.58,1.30E-17
CG7760,chr2R,0,unbiased,0,1.78,2.37,0.000145887
CG7744,chr2R,0,female,9,3.61,9.37,3.70E-28
CG7811,chr2L,0,unbiased,5,2.06,2.19,0.645289822
CG7881,chr2R,0,unbiased,5,1.99,2.62,0.006177819
CG7863,chr2R,0,female,5,2.15,6.25,2.56E-20
CG7861,chr2R,0,male,12,9.06,8.05,5.10E-09
CG7860,chrX,0,male,9,8.74,4.65,2.09E-23
CG7857,chr3L,0,unbiased,11,9.02,8.84,0.461512544
CG7856,chr2R,0,male,3,10.42,1.81,4.52E-20
CG7855,chr3R,0,female,4,5.67,7.67,1.96E-14
CG7853,chr3L,0,female,12,4.62,7.05,6.19E-14
CG7852,chr3L,0,female,12,7.55,9.63,9.81E-19
CG7851,chr2L,0,unbiased,6,2.47,2.06,0.05214486
CG7850,chr3R,0,female,12,3.83,8.4,1.48E-22
CG7864,chr3L,0,unbiased,12,6.62,6.82,0.195792209
CG7865,chr2R,0,female,12,7.29,9,4.53E-15
CG7879,chr3L,0,female,2,2.11,4.4,1.53E-14
CG7878,chr3R,0,female,12,7.56,8.33,4.97E-07
CG7876,chrX,0,unbiased,0,1.89,2.04,0.331121952
CG7875,chr3R,0,unbiased,3,1.69,1.85,0.494489565
CG7874,chrX,0,unbiased,2,2.44,2.56,0.799398833
CG7873,chr2R,0,female,12,8.21,9.55,1.06E-13
CG7872,chrX,0,female,12,8.31,9.7,5.21E-15
CG7870,chr2L,0,female,12,8.01,8.62,1.16E-05
CG7869,chr3L,0,female,11,3.14,7.88,9.28E-22
CG7866,chr3R,0,male,12,9.87,8.55,2.55E-20
CG7849,chr2R,0,female,12,5.31,5.94,1.21E-05
CG7848,chr2R,0,male,3,10.62,1.97,2.55E-21
CG7847,chr3R,0,unbiased,5,1.12,1.26,0.571974698
CG7832,chr3R,0,female,11,5.89,7.97,8.19E-06
CG7831,chr3R,0,female,5,7.5,9.32,3.33E-09
CG7830,chr2L,0,female,12,9.13,9.5,0.001036585
CG7828,chr3L,0,male,8,9.59,6.06,6.60E-12
CG7826,chrX,0,female,12,5.03,7.43,2.19E-16
CG7825,chr3R,0,female,9,4.04,7.16,5.55E-19
CG7823,chr3L,0,female,12,8,11.15,6.32E-31
CG7820,chr2L,0,male,11,7.32,3.93,1.53E-17
CG7818,chr2L,0,female,12,4.77,8.21,3.37E-24
CG7816,chr3R,0,male,12,10.88,8.48,1.09E-18
CG7833,chr2L,0,female,7,5.39,8.51,3.33E-18
CG7834,chr3R,0,female,12,7.45,11.49,5.28E-31
CG7846,chrX,0,female,7,3.39,6.8,3.72E-21
CG7845,chr2R,0,female,12,3.67,8.3,2.53E-25
CG7843,chr2R,0,female,12,5.3,9.08,2.82E-24
CG7842,chr3L,0,female,12,4.74,7.62,2.83E-14
CG7841,chr3L,0,male,11,11.41,8.19,8.87E-19
CG7840,chr2L,0,female,12,7.29,11.39,2.10E-26
CG7839,chr3L,0,female,10,4.11,9.02,3.33E-25
CG7838,chr2R,0,female,4,6.07,8.01,6.12E-10
CG7837,chr3R,0,female,12,4.06,7.27,3.96E-16
CG7835,chrX,0,unbiased,0,2.31,2.56,0.141277704
CG7813,chr2R,0,male,2,9.84,1.79,3.24E-20
CG8002,chrX,0,female,12,5.2,9.53,4.39E-27
CG8221,chr2R,0,unbiased,2,2.1,2.24,0.615401095
CG8201,chr2R,0,female,6,2.42,3.85,2.16E-11
CG8200,chr2R,0,unbiased,12,7.2,6.99,0.186107102
CG8199,chr3R,0,female,12,3.03,7.47,4.67E-22
CG8198,chrX,0,male,12,9.78,7.91,1.22E-19
CG8197,chr2R,0,male,2,9.56,2.35,5.20E-22
CG8196,chr2R,0,unbiased,6,1.24,1.74,0.076194943
CG8195,chr2R,0,female,12,7.15,8.25,5.61E-09
CG8194,chr3L,0,female,12,8.27,9.58,1.54E-13
CG8193,chr2R,0,male,6,6.03,3.37,1.01E-06
CG8192,chr2R,0,unbiased,0,2.61,2.65,0.838774206
CG8202,chr3R,0,female,10,2.39,4.34,1.64E-18
CG8203,chr2R,0,female,12,4.61,9.16,3.48E-28
CG8216,chr2R,0,unbiased,3,1.06,1.34,0.253431065
CG8214,chr2R,0,male,1,5.38,2.07,6.81E-22
CG8213,chr2R,0,male,1,2.32,1.5,5.02E-07
CG8211,chrX,0,female,12,4.77,7.87,1.16E-19
CG8209,chr3L,0,male,9,8.68,8.28,0.016175694
CG8208,chr3R,0,unbiased,12,8.31,8.34,0.850425338
CG8207,chr2R,0,female,12,3.81,6.27,1.37E-16
CG8206,chrX,0,female,12,7.01,8.83,8.73E-19
CG8205,chr2R,0,female,12,5.3,6.65,2.46E-08
CG8204,chr2R,0,male,10,9.32,6.03,1.29E-20
CG8191,chrX,0,female,10,2.51,4.11,1.25E-09
CG8190,chr2R,0,female,12,4.61,7.49,1.34E-21
CG8189,chr3L,0,male,12,11.9,11.54,0.000100759
CG8173,chrX,0,female,5,7.16,10.06,4.52E-14
CG8172,chr2R,0,unbiased,0,1.69,1.66,0.868955561
CG8171,chr2R,0,female,10,4.83,11.24,1.27E-26
CG8170,chr2R,0,male,4,2.87,1.54,1.15E-09
CG8169,chr2R,0,female,4,6.95,7.66,0.00512443
CG8167,chr3L,0,unbiased,3,1.72,2.31,0.000301207
CG8166,chr2R,0,male,6,2.56,1.94,0.00110052
CG8165,chr3R,0,female,4,2.23,4.33,2.63E-13
CG8161,chr3R,0,female,11,3.15,6.84,1.63E-19
CG8159,chr3R,0,female,7,2.23,6.3,2.13E-20
CG8174,chr2R,0,female,12,4.15,6.15,3.83E-12
CG8175,chr2R,0,unbiased,7,2.34,2.49,0.868300507
CG8187,chr2R,0,female,11,2.58,4.11,3.08E-10
CG8186,chr2R,0,female,12,8.39,10.69,4.63E-20
CG8184,chrX,0,female,12,6.35,7.11,0.005779321
CG8183,chr2R,0,female,12,2.71,5.3,3.83E-22
CG8182,chr2R,0,female,12,5.6,8.61,7.86E-24
CG8180,chr2R,0,female,7,4.7,10.08,1.81E-26
CG8179,chr2R,0,NA,NA,NA,NA,NA
CG8178,chr2R,0,unbiased,0,1.65,2.33,0.000114529
CG8177,chr3L,0,female,11,5.99,8.48,1.70E-19
CG8176,chr3R,0,female,12,8.75,9.21,0.000151429
CG8156,chr2R,0,female,12,7.8,9.64,3.23E-19
CG8222,chr2L,0,male,12,6.06,4.89,1.04E-11
CG8285,chr3R,0,unbiased,2,2.4,2.25,0.292883469
CG8269,chr2R,0,female,12,7.63,8.63,7.63E-12
CG8268,chr3L,0,female,12,7,9.03,6.28E-21
CG8266,chr2R,0,female,12,9.06,9.48,2.82E-05
CG8264,chrX,0,female,12,5.59,8.79,4.28E-23
CG8262,chr2R,0,female,3,6.66,7.13,0.031342446
CG8261,chr2R,0,unbiased,12,5.11,4.96,0.351218314
CG8260,chrX,0,male,1,6.99,1.88,6.33E-21
CG8258,chr2R,0,female,12,9.67,11.88,1.21E-24
CG8257,chr2R,0,male,12,11.28,6.16,4.05E-24
CG8256,chr2R,0,female,11,3.46,4.72,0.002063037
CG8270,chr3L,0,female,12,4.61,6.65,6.59E-14
CG8271,chr2R,0,male,4,3.12,1.87,3.16E-09
CG8284,chr3L,0,female,12,6.82,9.85,1.24E-25
CG8282,chr2L,0,female,12,9.4,9.88,6.99E-07
CG8281,chr3L,0,female,8,3.27,5.24,9.48E-12
CG8280,chr2R,0,female,12,12.86,13.92,3.63E-18
CG8279,chr3R,0,unbiased,10,2.1,3.6,1.02E-08
CG8277,chr3L,0,male,3,12.47,1.78,1.55E-21
CG8276,chr2R,0,female,12,5.7,9.33,3.51E-22
CG8274,chr2R,0,female,12,7.25,9.82,7.53E-19
CG8273,chr3R,0,female,8,6.36,6.85,0.018039893
CG8272,chr2R,0,female,12,6.96,7.36,0.006193338
CG8254,chr3L,0,unbiased,2,1.27,1.57,0.093239898
CG8253,chr2R,0,unbiased,6,7.4,7.56,0.590224234
CG8252,chr2R,0,male,2,9.87,2.09,8.07E-20
CG8236,chr3R,0,male,2,9.77,2.48,2.17E-20
CG8235,chr2R,0,female,12,6.95,9.93,5.43E-21
CG8233,chr2R,0,female,12,8.08,9.66,5.55E-17
CG8232,chr2R,0,female,12,7.07,8.91,1.38E-18
CG8231,chrX,0,female,12,8.53,11.82,1.31E-29
CG8230,chr2R,0,male,12,8.52,8.19,0.004680537
CG8229,chr2R,0,female,12,9.77,10.57,8.16E-12
CG8228,chr3R,0,female,12,4.47,6.83,8.87E-16
CG8226,chr2R,0,male,12,10.8,10.08,1.94E-11
CG8224,chr2R,0,female,12,4.18,9.1,1.07E-23
CG8237,chr2R,0,male,12,9.66,7.39,4.80E-20
CG8238,chr2R,0,male,11,5.29,4.35,1.07E-06
CG8251,chr2R,0,male,12,11.31,10.98,0.001539678
CG8250,chr2R,0,unbiased,3,1.33,1.48,0.438826956
CG8249,chr2R,0,unbiased,6,2.14,2.51,0.043417317
CG8248,chr2R,0,unbiased,3,2.21,2.15,0.718188737
CG8247,chr2R,0,female,9,2.33,7.49,1.06E-26
CG8246,chr2R,0,unbiased,1,1.76,2.09,0.067116088
CG8245,chr2R,0,male,6,10.95,2.6,2.50E-22
CG8243,chr2R,0,female,12,8.02,10.75,1.51E-26
CG8241,chr2R,0,female,8,4.02,8.87,3.33E-24
CG8239,chrX,0,female,9,2.91,7.04,3.38E-23
CG8223,chr3R,0,female,12,4.55,10.65,7.17E-35
CG8070,chr2R,0,female,12,5.54,8.5,1.55E-18
CG8053,chr3R,0,male,12,12.1,11.73,0.00023553
CG8051,chrX,0,male,8,5.67,2.63,6.54E-20
CG8050,chr3R,0,male,12,9.54,7.67,2.31E-18
CG8049,chr2L,0,female,10,3.51,7.05,1.33E-21
CG8048,chr2R,0,female,12,7.35,9.95,5.16E-25
CG8046,chr2R,0,unbiased,0,1.65,1.95,0.028768589
CG8044,chr3L,0,female,11,3,4.17,2.63E-13
CG8043,chr3R,0,male,12,12.34,8.27,1.05E-18
CG8042,chr3L,0,male,12,11.19,6.35,5.50E-29
CG8039,chr3R,0,female,12,6.94,8.54,6.65E-14
CG8055,chr2R,0,female,12,9.21,10.02,5.15E-12
CG8057,chr2R,0,NA,NA,NA,NA,NA
CG8069,chr2R,0,female,12,6.49,8.37,2.39E-13
CG8068,chr2R,0,female,12,3.84,9.26,6.75E-30
CG8067,chr2R,0,unbiased,10,6.34,6.54,0.281634274
CG8066,chr3R,0,female,12,2.69,3.68,0.002421682
CG8065,chr3L,0,unbiased,0,2.41,1.61,2.70E-05
CG8064,chr3R,0,female,9,3.73,6.25,6.12E-18
CG8063,chr3R,0,unbiased,3,1.91,2.31,0.123996163
CG8062,chrX,0,unbiased,10,8.17,8.29,0.756755232
CG8060,chr2R,0,female,12,4.33,5.67,3.13E-09
CG8058,chr2R,0,male,12,10.62,7.69,1.80E-13
CG8038,chr3L,0,female,11,3.84,8.05,4.58E-21
CG8036,chr3R,0,female,12,11.1,11.67,2.35E-05
CG8034,chrX,0,unbiased,10,5.03,4.58,0.177047369
CG8014,chr2R,0,female,12,7.82,9.07,3.66E-11
CG8013,chr3L,0,female,12,6.75,10.05,9.59E-23
CG8012,chr3L,0,male,11,6.89,4.44,4.45E-13
CG8010,chrX,0,female,12,5.28,9.35,7.50E-26
CG8009,chr3L,0,female,12,8.26,8.77,0.000182649
CG8008,chr2R,0,male,6,9.01,3.08,2.58E-23
CG8007,chr3R,0,unbiased,0,2.15,2.43,0.008503702
CG8006,chr3L,0,male,2,9.78,1.74,1.77E-21
CG8005,chr3L,0,female,11,3.22,6.36,4.23E-16
CG8004,chr3L,0,female,12,7.56,8.51,2.50E-05
CG8016,chr2R,0,female,4,2.51,4.57,9.57E-17
CG8019,chr3L,0,female,12,5.23,6.86,4.52E-10
CG8032,chr3R,0,female,8,5.14,8.19,3.58E-23
CG8031,chr3R,0,female,12,6.35,8.32,7.00E-18
CG8029,chr2R,0,female,12,9.37,11.05,2.79E-20
CG8028,chrX,0,unbiased,2,1.78,2.03,0.143710103
CG8027,chr2R,0,female,7,3.68,6.74,3.91E-18
CG8026,chr2R,0,female,12,3.12,4.55,3.35E-15
CG8025,chr3L,0,female,12,6.2,6.71,0.001969344
CG8024,chr2R,0,female,12,9.3,10.48,1.37E-11
CG8023,chr3L,0,male,3,12.35,2.3,3.24E-27
CG8021,chr3R,0,female,12,4.76,5.41,0.009586777
CG8003,chr3L,0,female,12,6.53,7.62,1.02E-07
CG8072,chr3L,0,male,1,9.15,2.04,1.38E-27
CG8155,chr2R,0,female,12,4.5,8.02,5.56E-21
CG8132,chr3R,0,female,12,3.61,7.88,8.02E-27
CG8129,chr3R,0,unbiased,5,2.25,2.6,0.194520221
CG8128,chrX,0,male,12,8.96,6.77,1.45E-16
CG8127,chr3L,0,female,12,2.76,5.23,1.09E-17
CG8121,chr3R,0,female,10,5.99,9.83,4.62E-21
CG8118,chr2R,0,female,11,2.24,3.13,0.001416816
CG8116,chr3R,0,female,8,5.51,8.69,1.39E-14
CG8114,chr3L,0,female,11,6.96,10.25,2.73E-20
CG8112,chr3R,0,female,11,3.39,8.53,4.00E-25
CG8111,chr3L,0,female,7,5.51,6.16,6.28E-05
CG8134,chrX,0,female,11,5.8,7.78,3.90E-18
CG8135,chr3R,0,male,12,8.37,6.92,3.02E-13
CG8153,chr2R,0,female,11,7.57,9.88,5.58E-17
CG8152,chr2R,0,female,12,6,7.9,4.18E-13
CG8151,chr2R,0,unbiased,12,8.51,8.38,0.467277079
CG8149,chr3R,0,female,12,7.69,9.46,3.07E-19
CG8147,chr3R,0,unbiased,1,1.72,1.89,0.749921331
CG8146,chrX,0,female,12,4.2,6.55,2.64E-14
CG8142,chrX,0,female,5,4.67,8.25,2.40E-17
CG8141,chr3R,0,male,2,10.14,2.56,3.92E-19
CG8138,chr3R,0,male,2,10.76,2.29,6.51E-19
CG8136,chr3R,0,male,3,11.68,2.8,2.74E-24
CG8110,chr3L,0,female,3,3.97,5.07,1.36E-06
CG8108,chr3L,0,female,11,7.61,10.42,1.54E-23
CG8107,chr3L,0,female,12,8.28,9.42,3.49E-08
CG8090,chr2R,0,female,12,7.08,8.24,5.71E-10
CG8087,chr3R,0,unbiased,0,1.95,2.11,0.413263219
CG8086,chr2L,0,male,5,7.23,2.27,1.47E-25
CG8085,chr2R,0,female,11,3.53,4.02,7.60E-05
CG8084,chr2R,0,male,6,9.82,6.15,2.06E-19
CG8083,chr2R,0,unbiased,6,2.11,2.83,0.037582365
CG8080,chr2R,0,female,12,7.65,8.12,0.012383458
CG8079,chr2R,0,female,7,2.95,5.86,1.12E-12
CG8078,chr2R,0,female,12,3.54,6.18,2.20E-16
CG8075,chr2R,0,female,12,4.68,8.53,2.38E-21
CG8091,chr3L,0,female,7,5.57,8.59,1.08E-13
CG8092,chr2R,0,female,12,4.54,7.71,9.46E-25
CG8105,chrX,0,male,2,8.14,1.97,5.67E-23
CG8104,chr3L,0,female,12,5.59,8.98,1.02E-25
CG8103,chr3L,0,female,12,7.52,10.45,3.52E-24
CG8102,chr2R,0,male,2,8.97,2.33,2.20E-20
CG8100,chr3L,0,unbiased,1,1.62,1.84,0.325990939
CG8098,chr2R,0,unbiased,11,8.09,7.9,0.145649491
CG8097,chrX,0,male,7,9.03,7.2,0.000103289
CG8095,chr2R,0,male,12,7.11,6.41,0.001783951
CG8094,chr2R,0,unbiased,4,2.94,2.91,0.863138622
CG8093,chr2R,0,unbiased,3,1.89,1.89,0.98673154
CG8073,chr2R,0,male,12,12.01,8.53,1.88E-29
CG9630,chr3R,0,female,8,2.32,5.84,1.68E-22
CG9611,chr3R,0,male,12,11.65,7.37,1.69E-20
CG9610,chr3R,0,unbiased,1,2.35,2.18,0.391750393
CG9609,chrX,0,female,9,5.65,9.2,5.37E-23
CG9606,chrX,0,female,12,4.58,7.71,1.70E-19
CG9603,chr3R,0,female,12,10.74,12.23,2.08E-19
CG9602,chr3R,0,male,2,12.18,2.25,5.16E-22
CG9601,chr3R,0,female,12,6.38,7.52,4.47E-07
CG9598,chr3L,0,male,12,8.27,5.86,9.34E-18
CG9597,chr3R,0,female,8,2.07,3.75,7.06E-10
CG9596,chr2L,0,female,10,2.93,6.74,8.14E-20
CG9613,chr3R,0,female,11,5.88,7.29,5.16E-07
CG9614,chr3L,0,unbiased,0,1.74,1.91,0.034528482
CG9629,chr3L,0,female,9,2.81,3.88,0.00052001
CG9628,chr3L,0,female,11,5.51,6.66,1.58E-06
CG9626,chr3R,0,unbiased,7,5.39,5.13,0.162413836
CG9624,chr3R,0,male,3,10.83,1.91,1.41E-21
CG9623,chrX,0,unbiased,11,4.84,4.68,0.436965056
CG9621,chr3R,0,unbiased,5,2.97,2.57,0.072846329
CG9620,chr3R,0,female,12,2.64,5.91,1.13E-17
CG9619,chr3L,0,unbiased,6,1.35,1.68,0.366598547
CG9617,chr3R,0,male,12,9.35,8.36,6.22E-09
CG9615,chr3R,0,female,8,5.49,6.84,1.26E-08
CG9595,chr2L,0,male,1,4.6,1.95,1.62E-16
CG9593,chr3R,0,male,1,3,1.9,1.26E-09
CG9592,chr3L,0,male,2,9.07,1.71,1.20E-23
CG9572,chrX,0,unbiased,2,3.43,3.76,0.128450626
CG9571,chrX,0,unbiased,0,2.23,2.61,0.001237793
CG9570,chrX,0,male,2,11.21,1.76,4.41E-22
CG9568,chr2L,0,unbiased,4,2.1,2.87,0.001197733
CG9565,chrX,0,unbiased,9,1.86,2.53,0.000656292
CG9564,chr2L,0,male,4,4.17,2.18,2.57E-05
CG9559,chrX,0,female,12,3.13,8.4,4.27E-31
CG9556,chr2L,0,female,12,9.01,10.22,3.44E-16
CG9555,chr2L,0,unbiased,2,1.65,1.78,0.531691269
CG9554,chr2L,0,male,6,5.69,4.93,0.010032958
CG9575,chrX,0,unbiased,12,2.83,3.27,0.132009929
CG9576,chrX,0,female,4,6.24,11.12,4.55E-25
CG9591,chr3R,0,female,8,5.07,5.84,2.37E-05
CG9590,chr3R,0,male,12,8.69,8.32,0.000175495
CG9588,chr3R,0,female,12,6.12,7.58,1.20E-08
CG9587,chr3L,0,unbiased,0,2.19,2.45,0.104164486
CG9586,chr2L,0,female,12,8.12,8.81,1.14E-07
CG9582,chr2L,0,male,2,9.68,1.97,3.69E-22
CG9581,chrX,0,male,12,9.09,7.3,5.57E-18
